公司,年/月,季別,合併(Y/N),月份,幣別,  現金及約當現金,  透過損益按公允價值衡量之金融資產－流動,  透過其他綜合損益按公允價值衡量之金融資產－流動,  按攤銷後成本衡量之金融資產－流動,  避險之金融資產－流動,  合約資產－流動,  應收帳款及票據,  其他應收款,  資金貸予他人－流動,  存貨,  待出售非流動資產,  當期所得稅資產－流動,流動資產,  透過損益按公允價值衡量之金融資產－非流動,  透過其他綜合損益按公允價值衡量之金融資產－非流動,  按攤銷後成本衡量之金融資產－非流動,  避險之金融資產－非流動,  合約資產－非流動,  採權益法之長期股權投資,  預付投資款,  不動產廠房及設備,  商譽及無形資產合計,    遞延所得稅資產,  遞延資產合計,    使用權資產,    投資性不動產淨額,  其他非流動資產,非流動資產,資產總額,  短期借款,  應付商業本票∕承兌匯票,  透過損益按公允價值衡量之金融負債－流動,  避險之金融負債－流動,  按攤銷後成本衡量之金融負債－流動,  合約負債－流動,  應付帳款及票據,  其他應付款,  當期所得稅負債,  負債準備－流動,  與待出售非流動資產直接相關之負債,  租賃負債─流動,  一年內到期長期負債,  特別股負債－流動,流動負債,  透過損益按公允價值衡量之金融負債－非流動,  避險之金融負債－非流動,  按攤銷後成本衡量之金融負債－非流動,  合約負債－非流動,  特別股負債－非流動,  應付公司債－非流動,  銀行借款－非流動,  其他長期借款－非流動,  租賃負債－非流動,  負債準備－非流動,  遞延貸項,  應計退休金負債,  遞延所得稅,非流動負債,負債總額,    普通股股本,    特別股股本,    預收股款,    待分配股票股利,    換股權利證書,  股本,  資本公積合計,    法定盈餘公積,    特別盈餘公積,    未分配盈餘,  保留盈餘,  其他權益,  庫藏股票帳面值,母公司股東權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,股東權益總額,負債及股東權益總額
1102 亞泥,2008/03,1,Y,03,NTD,"12,815,413","2,143,665","2,277,311",0,"3,117",0,"6,245,396",0,0,"5,796,352",0,0,"30,926,187","2,719,510","12,387,095",0,"20,641",-,"43,700,060",0,"42,291,217","2,167,388",0,"1,360,973",-,0,-,"110,008,107","140,934,294","7,108,454","380,500","992,354","19,247",-,"833,111","3,961,001","159,090","390,575",0,0,-,"4,600,521",0,"18,445,813",0,0,-,-,0,"9,582,588","28,721,531",0,-,0,"1,594,750",0,"1,466,299","41,572,341","60,018,154","27,346,909",0,0,0,0,"27,346,909","7,181,473","7,672,810",0,"17,366,467","25,039,277","17,367,145",0,"76,934,804",0,0,"3,981,336","80,916,140","140,934,294"
1101 台泥,2007/12,4,Y,12,NTD,"9,817,626","6,853,832","21,701,212",0,0,0,"9,617,371","4,861","68,975","6,991,064",0,0,"58,710,666","3,400,280","2,759,237",0,0,-,"2,528,790",0,"115,474,752","3,269,465",0,"1,895,434",-,"50,517",-,"133,203,758","191,914,424","10,234,964","2,916,951","3,329",0,-,0,"4,841,581","2,509,811","886,747",0,0,-,"7,007,336",0,"30,939,928",0,"200,130",-,-,0,"5,865,000","43,797,320",0,-,0,0,"487,502","6,835,339","58,085,964","89,025,892","32,486,372",0,0,0,0,"32,486,372","8,548,945","6,143,416",0,"9,042,400","15,185,816","26,605,783",0,"82,826,916",0,0,"20,061,616","102,888,532","191,914,424"
1102 亞泥,2007/12,4,Y,12,NTD,"6,207,117","2,296,064","2,159,941",0,0,0,"6,329,142","35,860",0,"5,460,736",0,0,"24,006,895","2,720,665","10,594,377",0,"14,553",-,"40,848,522",0,"39,524,884","2,209,722",0,"1,319,626",-,0,-,"104,159,769","128,166,664","3,697,189","450,148",0,"25,836",-,"276,770","4,148,602","1,434,064","264,592",0,0,-,"4,586,197",0,"14,883,398",0,"18,602",-,-,0,"4,500,000","29,219,285",0,-,0,"1,611,772",0,"1,469,427","36,983,513","51,866,911","27,346,909",0,0,0,0,"27,346,909","6,885,839","7,672,810",0,"14,516,179","22,188,989","15,898,054",0,"72,319,791",0,0,"3,979,962","76,299,753","128,166,664"
1101 台泥,2007/06,2,Y,06,NTD,"11,922,113","5,433,838","19,418,434",0,0,0,"9,201,164",745,"84,632","6,017,280",0,0,"55,563,999","3,720,089","3,123,704",0,0,-,"2,399,478",0,"103,686,839","586,688",0,"1,843,279",-,"91,815",-,"119,074,706","174,638,705","10,959,604","2,483,205","4,223",0,-,0,"4,715,529","9,874,910",0,0,0,-,"3,645,894",0,"32,902,837",0,"302,139",-,-,0,"6,865,000","42,561,209",0,-,0,0,"544,663","6,690,494","57,306,647","90,209,484","32,073,511",0,0,"412,861",0,"32,486,372","5,768,907","6,143,416",0,"4,575,210","10,718,626","24,486,307",0,"73,460,212",0,0,"10,969,009","84,429,221","174,638,705"
1102 亞泥,2007/06,2,Y,06,NTD,"6,037,845","2,071,354","1,902,066",0,0,0,"5,474,333","4,254,674",0,"3,888,111",0,0,"24,663,071","3,109,699","8,268,982",0,"12,970",-,"36,074,688",0,"33,891,872","1,393,975","59,427","1,379,112",-,0,-,"91,062,373","115,725,444","1,790,957","269,500",0,"12,700",-,"446,287","4,553,596","4,123,927","383,739",0,0,-,"2,501,638",0,"14,082,344",0,"54,749",-,-,0,"5,900,000","26,830,360","28,313",-,0,"1,645,814",0,"1,466,299","36,067,286","50,149,630","25,321,211",0,0,"2,025,698",0,"27,346,909","6,902,839","7,672,810",0,"9,545,851","17,218,661","11,769,783",0,"63,238,192",0,0,"2,337,622","65,575,814","115,725,444"
1101 台泥,2006/12,4,Y,12,NTD,"8,115,728","3,212,981","13,347,063",0,0,0,"8,690,175",893,"105,946","5,786,938",0,0,"42,884,233","5,297,107","3,107,516","30,000",0,-,"2,115,643",0,"101,086,839","882,690",0,"2,081,205",-,"91,815",-,"118,465,271","161,349,504","4,592,564","2,929,565","1,554",0,-,0,"4,422,539","2,211,355","394,836",0,0,-,"3,448,500",0,"19,604,330",0,"474,955",-,-,0,"8,030,923","48,123,068",0,-,0,0,"888,852","6,551,157","64,227,075","83,831,405","31,416,129",0,0,0,0,"31,416,129","5,259,447","5,455,652","835,454","6,952,502","13,243,608","17,123,656",0,"67,042,840",0,0,"10,475,259","77,518,099","161,349,504"
1102 亞泥,2006/12,4,Y,12,NTD,"6,860,471","1,856,328","1,792,323",0,0,0,"5,655,645","49,930",0,"2,992,585",0,0,"20,233,731","2,988,888","7,097,339",0,"23,891",-,"35,371,362",0,"31,681,690","1,379,359","62,162","1,210,666",-,0,-,"86,630,758","106,864,489","1,681,721","930,163","2,471",0,-,"271,476","3,790,805","107,384","572,807",0,0,-,"1,838,460",0,"9,195,287",0,"90,773",-,-,0,"6,900,000","25,349,989",0,-,0,"1,679,857",0,"1,466,299","35,656,181","44,851,468","25,321,211",0,0,0,0,"25,321,211","6,888,054","6,956,709",0,"11,430,348","18,387,057","9,088,554",0,"59,684,876",0,0,"2,328,145","62,013,021","106,864,489"
1101 台泥,2006/06,2,Y,06,NTD,"15,066,623","4,085,170","9,977,665",0,0,0,"7,477,330","23,139","131,522","4,985,053",0,0,"45,614,559","5,418,412","2,408,734","30,000",0,-,"2,315,907",0,"102,369,311","504,541",0,"2,050,899",-,"117,344",-,"118,977,839","164,592,398","5,049,025","3,198,137","12,160",0,-,0,"3,954,556","6,499,192",0,0,0,-,"4,555,343",0,"25,756,967",0,"448,385",-,-,0,"10,247,270","49,481,414",0,-,0,0,"1,595,529","6,693,887","68,933,218","94,690,185","30,174,388","1,640,000",0,"546,592",0,"32,360,980","7,320,362","5,455,652","835,454","2,577,808","8,868,914","12,031,122","-8,840","60,572,538",0,0,"9,329,675","69,902,213","164,592,398"
1102 亞泥,2006/06,2,Y,06,NTD,"7,314,438","2,022,007","1,930,598",0,0,0,"5,833,547","4,073,425",0,"2,410,074",0,0,"24,475,966","3,184,881","5,990,578",0,"19,981",-,"31,635,083",0,"27,985,367","1,060,261","69,290","1,560,127",-,0,-,"78,347,634","102,823,600","3,952,547","1,324,435",0,0,-,"213,868","3,822,823","3,053,935","440,692",0,0,-,"2,894,868",0,"15,703,168",0,"105,311",-,-,0,"6,900,000","21,107,300",0,-,0,"1,713,899",0,"1,466,299","31,560,075","47,263,243","23,445,566",0,0,"1,875,645",0,"25,321,211","6,923,808","6,956,709",0,"7,962,381","14,919,090","6,116,324",0,"53,280,433",0,0,"2,279,924","55,560,357","102,823,600"
1101 台泥,2005/12,4,Y,12,NTD,"10,873,922","3,090,216","4,378,148",0,0,0,"7,305,856","6,625","82,696","3,969,019",0,0,"33,476,434","5,200,395","4,898,993","30,000",0,-,"3,028,591",0,"103,112,732","551,492",0,"2,089,217",-,"117,344",-,"122,972,188","156,448,622","5,532,681","3,082,192",0,0,-,0,"2,669,571","3,110,264",0,0,0,-,"7,773,146",0,"23,901,768",0,0,-,-,0,"14,571,656","43,277,456",0,-,0,0,"1,608,186","6,532,447","66,392,985","90,294,753","28,278,865","1,640,000",0,0,0,"29,918,865","5,408,030","4,885,315","464,832","6,276,412","11,626,559","9,580,801","-113,868","56,420,387",0,0,"9,733,482","66,153,869","156,448,622"
1102 亞泥,2005/12,4,Y,12,NTD,"7,716,728","1,347,452","951,350",0,0,0,"5,314,800","33,220",0,"2,522,158",0,0,"20,118,558","3,193,304","4,296,573",0,0,-,"31,899,146","9,142","25,759,815","209,357","58,915","2,594,808",-,0,-,"74,935,394","95,053,952","4,112,615","2,182,887",0,0,-,"307,638","3,878,929","71,020","525,046",0,0,-,"2,399,673",0,"13,477,808",0,0,-,-,0,"6,900,000","18,676,583",0,-,0,"1,747,942",0,"1,466,299","29,036,701","42,514,509","23,445,566",0,0,0,0,"23,445,566","6,761,430","6,306,375","86,554","9,875,173","16,268,102","3,644,980",0,"50,120,078",0,0,"2,419,365","52,539,443","95,053,952"
1101 台泥,2005/06,2,Y,06,NTD,"10,711,519","3,956,662","1,840,899",0,0,0,"7,731,824","338,920","112,162","4,700,958",0,0,"32,139,230","5,207,152","5,182,549","237,017",0,-,"3,130,932",0,"102,738,996","624,738",0,"2,166,282",-,"117,344",-,"123,723,538","155,862,768","4,774,688","2,747,551","1,021",0,-,0,"1,887,465","6,295,118",0,0,0,-,"5,421,011",0,"22,400,691",0,0,-,-,0,"14,725,373","46,661,624",0,-,0,0,"1,309,387","6,606,779","70,169,932","92,570,623","26,457,644","1,640,000",0,"1,395,869",0,"29,493,513","4,862,651","4,885,315","464,833","4,167,784","9,517,932","9,729,903","-113,868","53,490,131",0,0,"9,802,014","63,292,145","155,862,768"
1102 亞泥,2005/06,2,Y,06,NTD,"5,386,476","1,242,494","1,268,418",0,0,0,"4,671,725","3,395,802",0,"3,834,326",0,0,"21,057,925","3,221,702","4,177,114",0,0,-,"29,345,981","9,142","23,429,182",0,"64,457","1,936,468",-,0,-,"69,377,508","90,435,433","3,390,127","2,321,639",0,0,-,"802,519","3,164,547","2,777,577","546,568",0,0,-,"3,133,212",0,"16,136,189",0,0,-,-,0,"5,600,000","16,833,881",0,-,0,"1,830,878",0,"1,484,179","25,904,892","42,041,081","21,708,858",0,0,"1,736,709",0,"23,445,567","6,557,165","6,306,375","86,554","6,634,764","13,027,693","2,956,783",0,"45,987,208",0,0,"2,407,144","48,394,352","90,435,433"
1101 台泥,2004/12,4,Y,12,NTD,"3,978,093","5,844,529",-,-,-,-,"7,219,010","11,670","446,441","2,999,738",0,-,"23,775,419",-,-,-,-,-,"23,111,479",-,"95,468,947","670,856",0,"2,285,372",-,0,"4,316,591","125,853,245","149,628,664","4,926,941","2,102,063",-,-,-,0,"2,247,720","2,021,430","656,788",-,-,-,"3,772,805",-,"17,038,240",-,-,-,-,-,"14,446,955","47,804,390",0,-,0,0,"1,269,233","6,474,017","70,934,778","87,973,018","26,457,644","1,640,000",0,0,0,"28,097,644","14,598,169","4,443,162","686,371","4,688,989","9,818,522","-295,004","-113,868","52,105,463",-,-,"9,550,183","61,655,646","149,628,664"
1102 亞泥,2004/12,4,Y,12,NTD,"4,150,977","1,208,409",-,-,-,-,"4,577,650","81,982",0,"2,525,570",0,-,"14,329,092",-,-,-,-,-,"39,191,489",-,"23,045,438","1,010","112,193","2,051,192",-,0,"7,310,702","71,599,831","85,928,923","1,888,142","2,165,528",-,-,-,"203,283","3,899,742","32,457","333,851",-,-,-,"4,784,550",-,"13,307,553",-,-,-,-,-,"5,750,000","15,806,765",0,-,0,"1,872,083",0,"2,029,972","25,524,892","38,832,445","21,708,858",0,0,0,0,"21,708,858","8,778,216","5,664,288","86,554","8,682,498","14,433,340","173,634",0,"45,094,048",-,-,"2,002,430","47,096,478","85,928,923"
1101 台泥,2003/12,4,Y,12,NTD,"4,818,795","2,917,374",-,-,-,-,"6,678,565","512,850","49,000","1,979,073",0,-,"19,317,595",-,-,-,-,-,"25,679,645",-,"97,123,566","1,451,354","938,748","3,330,988",-,0,"4,371,200","131,956,753","151,274,348","4,180,527","3,206,540",-,-,-,"783,788","2,214,432","2,514,593","276,233",-,-,-,"6,892,307",-,"20,257,107",-,-,-,-,-,"4,000,000","60,725,491",0,-,0,"407,721","1,575,013","5,942,233","72,753,596","93,010,703","25,463,964","1,640,000",0,0,0,"27,103,964","14,722,357","4,266,944","371,744","3,053,133","7,691,821","-516,542","-113,868","48,887,732",-,-,"9,375,913","58,263,645","151,274,348"
1102 亞泥,2003/12,4,Y,12,NTD,"3,470,081","2,124,345",-,-,-,-,"4,097,669","51,308",0,"2,161,797",0,-,"12,997,892",-,-,-,-,-,"34,328,384",-,"24,815,335","158,480",0,"1,839,773",-,0,"7,570,142","68,712,114","81,710,006","3,458,748","1,587,726",-,-,-,"204,861","5,099,458","11,366","82,794",-,-,-,"2,572,492",-,"13,017,445",-,-,-,-,-,"7,400,000","15,068,681",0,-,0,"1,953,564",0,"2,056,694","26,843,960","39,861,405","20,383,904",0,0,0,0,"20,383,904","8,264,261","5,330,175","2,129,665","3,401,989","10,861,829","570,252",0,"40,080,246",-,-,"1,768,355","41,848,601","81,710,006"
1101 台泥,2002/12,4,Y,12,NTD,"4,985,267","3,950,592",-,-,-,-,"6,815,253","459,579",0,"2,658,435",0,-,"20,469,320",-,-,-,-,-,"29,761,829",-,"99,266,648","905,970",0,"4,551,865",-,0,"4,680,901","139,167,213","159,636,533","11,566,156","5,128,615",-,-,-,"743,016","2,821,404","2,394,231","115,446",-,-,-,"6,238,674",-,"29,338,010",-,-,-,-,-,"6,500,000","57,947,858",0,-,0,"322,606","1,549,481","6,008,490","72,675,910","102,013,920","24,922,543","1,640,000",0,0,0,"26,562,543","15,140,010","4,200,252","1,085,166","1,374,092","6,659,510","-201,916","-113,868","48,046,279",-,-,"9,576,334","57,622,613","159,636,533"
1102 亞泥,2002/12,4,Y,12,NTD,"3,015,128","2,598,879",-,-,-,-,"5,577,797","71,642",0,"1,628,784",0,-,"14,408,648",-,-,-,-,-,"29,592,155",-,"17,602,098","544,395",0,"1,710,235",-,0,"7,824,279","57,273,162","71,681,810","3,263,742","2,526,980",-,-,-,"1,656,503","2,518,979","10,824","82,831",-,-,-,"1,975,868",-,"12,250,668",-,-,-,-,-,"6,750,000","12,282,191",0,-,0,"2,261,457",0,"2,164,399","23,942,471","36,193,139","20,383,904",0,0,0,0,"20,383,904","6,944,857","5,201,645","2,129,665","1,285,299","8,616,609","-970,047",0,"34,975,323",-,-,"513,348","35,488,671","71,681,810"
1101 台泥,2001/12,4,Y,12,NTD,"1,912,095","582,788",-,-,-,-,"5,532,510","378,339",0,"3,107,531",0,-,"13,893,537",-,-,-,-,-,"30,134,734",-,"100,333,396","1,029,490",0,"2,969,301",-,0,"4,542,922","139,009,843","152,903,380","6,942,343","2,719,324",-,-,-,"513,288","2,422,095","2,867,648","40,197",-,-,-,"1,341,665",-,"16,941,490",-,-,-,-,-,"8,441,000","64,182,829",0,-,0,"200,694","1,439,874","9,327,939","83,927,927","100,869,417","24,433,866","1,640,000",0,0,0,"26,073,866","13,793,492","4,060,447","692,789","488,834","5,242,070","-966,878","-132,353","44,010,197",-,-,"8,023,766","52,033,963","152,903,380"
1102 亞泥,2001/12,4,Y,12,NTD,"3,837,637","1,270,444",-,-,-,-,"6,000,660","58,427",0,"1,683,132",0,-,"15,238,724",-,-,-,-,-,"28,920,080",-,"14,264,588","371,691",0,"1,880,623",-,0,"7,795,965","53,232,947","68,471,671","5,843,500","2,830,723",-,-,-,"1,967,606","2,314,240","22,958","113,892",-,-,-,"471,239",-,"13,751,707",-,-,-,-,-,"7,500,000","7,881,110",0,-,0,"2,326,775",0,"2,162,435","20,419,637","34,171,344","20,383,904",0,0,0,0,"20,383,904","7,075,997","5,175,212","2,304,302","264,327","7,743,841","-2,043,111",0,"33,160,631",-,-,"1,139,696","34,300,327","68,471,671"
1101 台泥,2000/12,4,Y,12,NTD,"2,090,427","2,034,358",-,-,-,-,"4,845,152","372,794",0,"1,958,077",0,-,"16,474,847",-,-,-,-,-,"25,448,547",-,"88,439,535","1,156,032",0,"2,068,865",-,0,"4,523,364","121,636,343","138,111,190","6,588,986","2,713,966",-,-,-,"595,603","1,972,588","2,081,047","69,856",-,-,-,"3,997,528",-,"18,353,243",-,-,-,-,-,"13,020,000","48,923,045",0,-,0,"150,622","1,051,180","9,345,263","72,614,970","90,968,213","23,722,200",0,0,0,0,"23,722,200","12,002,877","3,975,977","169,828","907,030","5,052,835","-872,760","-76,851","39,828,301",-,-,"7,314,676","47,142,977","138,111,190"
1102 亞泥,2000/12,4,Y,12,NTD,"1,962,965","213,955",-,-,-,-,"4,755,981","53,722",0,"1,619,285",0,-,"8,960,175",-,-,-,-,-,"34,057,394",-,"4,733,989","11,166",0,"980,975",-,0,"8,278,426","48,061,950","57,022,125","1,900,000","1,582,107",-,-,-,"2,247,242","1,280,076","34,739","8,579",-,-,-,"2,546,784",-,"9,672,874",-,-,-,-,-,"7,620,000","1,006,096",0,-,0,"2,186,671",0,"2,138,248","13,038,121","22,710,995","20,377,428",0,0,0,0,"20,377,428","7,556,438","5,162,512","2,365,458","595,674","8,123,644","-1,874,543",0,"34,182,967",-,-,"128,163","34,311,130","57,022,125"
